"","ID","TDU","REP","PRODUCT","KWH500","KWH1000","KWH2000","RATE_TYPE","RENEWABLE","TERM_LENGTH","PREPAID","TOU","PROMOTION","FACTS_URL"
"1187","16349","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Secure 12 plan",11.2,10.8,10.6,"是",11,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c063.pdf"
"1188","16403","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Turbo6",9.3,8.9,8.7,"是",19,6,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/ONC_Turbo6_PTC_08142018.pdf"
"1189","16415","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Classic 6",15.9,14.6,13.9,"是",15,6,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_6ENR1650_283_1/EN"
"1190","16321","ONCOR ELECTRIC DELIVERY COMPANY","国际","Gexa Choice Plus 12",14.9,14.6,9.9,"是",6,12,"老客户","否","散客","http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=55324&rkey=11220|2260|1004|23596"
"1191","16271","ONCOR ELECTRIC DELIVERY COMPANY","冷运","12 Month Smart Plan",10,5,12.5,"是",4,12,"老客户","否","散客","https://www.infiniteenergy.com/texas/electricity/power-to-choose/oncor-12-month-smart-plan/?utm_source=Power%20to%20Choose&utm_medium=tos&utm_campaign=Smart%20Plan&utm_term=12"
"1192","16285","ONCOR ELECTRIC DELIVERY COMPANY","重货"," Spark Instant Plus 12  ",43,21.5,10.8,"是",12,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/141991/EFL/ptc-all/ONCOR/Electric/75001"
"1193","16286","ONCOR ELECTRIC DELIVERY COMPANY","重货","Spark Instant 12 ",24,12,13,"是",12,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/141992/EFL/ptc/ONCOR/Electric/75001"
"1194","16177","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Wise Buy Conserve Saver Plus 12",7.6,5.5,13.9,"是",11,12,"老客户","否","散客","https://www.pennywisepower.com/files/09017518816f9738.pdf"
"1195","16132","ONCOR ELECTRIC DELIVERY COMPANY","国际","Quick 24",13.6,6.8,11.9,"是",6,24,"老客户","否","散客","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva24fad_o.pdf"
"1196","16269","ONCOR ELECTRIC DELIVERY COMPANY","其他","Pioneer 12 Month Plan",11,5.5,12.8,"是",4,12,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/Pioneer_12-month"
"1197","16266","ONCOR ELECTRIC DELIVERY COMPANY","其他","Pioneer 6 Month Plan",13.4,6.7,13.4,"是",4,6,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/Pioneer_6-month"
"1198","16260","ONCOR ELECTRIC DELIVERY COMPANY","冷运","10 Month Smart Plan",11.6,5.8,12.9,"是",4,10,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/Oncor/10-month_Smart?utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Smart%20Plan&utm_term=10"
"1199","16261","ONCOR ELECTRIC DELIVERY COMPANY","冷运","11 Month Smart Plan",9.6,4.8,12.4,"是",4,11,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/Oncor/11-month_Smart?utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Smart%20Plan&utm_term=11"
"1200","16126","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Free Nights",12.5,12.5,12.5,"否",13,0,"新客户","是","散客","http://bit.ly/2JmAMHL"
"1201","16146","ONCOR ELECTRIC DELIVERY COMPANY","国际","Quick 12",14,7,11.9,"是",6,12,"老客户","否","散客","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva12fad_o.pdf"
"1202","16119","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Free Nights",12.5,12.5,12.5,"否",13,0,"新客户","是","散客","http://bit.ly/2JkjT07"
"1203","16112","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Free Weekends",12.4,12.4,12.4,"否",13,0,"新客户","是","散客","http://bit.ly/2xUt0TU"
"1204","16030","ONCOR ELECTRIC DELIVERY COMPANY","其他","Tradition 12",10,9.2,14.3,"是",5,12,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/Tradition_12"
"1205","16027","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Tremendous 12",9.9,9,14.1,"是",5,12,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/Oncor/Tremendous_12"
"1206","15972","ONCOR ELECTRIC DELIVERY COMPANY","其他","Tradition 6",8.6,7.8,12.9,"是",5,6,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/Tradition_6"
"1207","16096","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Prime Plus - 12",13.4,4.5,8.6,"是",100,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28017"
"1208","16097","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Prime Plus - 24",13.5,4.6,8.7,"是",100,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28019"
"1209","16105","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Free Weekends",12.4,12.4,12.4,"否",13,0,"新客户","是","散客","http://bit.ly/2xOP6r9"
"1210","15951","ONCOR ELECTRIC DELIVERY COMPANY","其他","Month to Month Autopay E-Plan",14,13.3,13,"否",16,1,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen-ptc.pdf"
"1211","14069","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Solar Sell Back plan",10.3,10,9.8,"否",11,0,"老客户","否","散客","https://www.reliant.com/files/0901751880db3fcc.pdf"
"1212","15953","ONCOR ELECTRIC DELIVERY COMPANY","重货","Month to Month Spirit Of Texas AutoPay E-Plan",13.9,13.2,12.9,"否",16,1,"老客户","否","散客","http://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-ptc.pdf"
"1213","15039","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant 100% Solar 12 plan",13.3,12.9,12.7,"是",100,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c0df.pdf"
"1214","15057","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus 12 Choice",10.9,10.5,10.3,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7b8.pdf"
"1215","15060","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus Choice",13.5,13.1,12.9,"否",100,0,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7c2.pdf"
"1216","14023","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Saver - 36",9.3,8.9,8.7,"是",100,36,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28282"
"1217","14063","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Solar Sell Back plan",10.3,10,9.8,"否",11,0,"老客户","否","散客","https://www.reliant.com/files/0901751880db3fcd.pdf"
"1218","14025","ONCOR ELECTRIC DELIVERY COMPANY","国际","Saver - 36",9.2,9,8.9,"是",19,36,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28364"
"1219","14037","ONCOR ELECTRIC DELIVERY COMPANY","重货","Price Protect 9",11.4,9.3,9.2,"是",12,9,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21448/EFL/ptc-all/ONCOR/Electric/75001"
"1220","14021","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 36",9.2,8.8,8.6,"是",19,36,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28278"
"1221","13940","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Super18",15,6.6,10.5,"是",19,18,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_super18_PTC_07262018.pdf"
"1222","13910","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Solar Value 12",15.2,10.9,13.2,"是",25,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30SOLVL12AG&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1223","13836","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant SmartStart Plan",13.5,13.5,13.5,"否",11,1,"新客户","否","散客","https://www.reliant.com/files/090175188166c050.pdf"
"1224","13794","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 6",8.5,8.2,8,"是",19,6,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28366"
"1225","13854","ONCOR ELECTRIC DELIVERY COMPANY","国际","Economy - 12",8.6,11.3,13.3,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27852"
"1226","13855","ONCOR ELECTRIC DELIVERY COMPANY","国际","Economy - 24",8.6,11.3,13.3,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27853"
"1227","13887","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Saver - 9",8.6,8.3,8.1,"是",100,9,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28369"
"1228","13888","ONCOR ELECTRIC DELIVERY COMPANY","重货","Choice 6",10.4,10.1,9.9,"是",12,6,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21471/EFL/ptc/ONCOR/Electric/75001"
"1229","13889","ONCOR ELECTRIC DELIVERY COMPANY","重货","Prepare and Protect 12",12.3,10.2,10,"是",12,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21302/EFL/ptc/ONCOR/Electric/75001"
"1230","13898","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Solar Value 12",15.2,10.9,13.2,"是",25,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30SOLVL12AG&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1231","13771","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant 100% Solar 12 plan",13.3,12.9,12.7,"是",100,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c0de.pdf"
"1232","13723","ONCOR ELECTRIC DELIVERY COMPANY","其他","Term Free",17.6,16.6,16.1,"否",50,1,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1177751"
"1233","13725","ONCOR ELECTRIC DELIVERY COMPANY","国际","Frontier No Hidden Fee 12+",10.2,9.8,9.6,"是",6,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=FNHF12%2b&tdspcode=ONCOR_ELEC"
"1234","13535","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Fixed rate for 12 billing cycle(s).",10.2,10.2,10.2,"是",15,12,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTXU12FIXED00PP00RPROMO1"
"1235","13716","ONCOR ELECTRIC DELIVERY COMPANY","其他","24 MonthValue Fixed",11.9,10.9,10.4,"是",50,24,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1193266"
"1236","13509","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant SmartStart Plan ",13.5,13.5,13.5,"否",11,1,"新客户","否","散客","https://www.reliant.com/files/090175188166c04f.pdf"
"1237","13353","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free Conserve 12 Choice",10,8.6,10.6,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed785.pdf"
"1238","13312","ONCOR ELECTRIC DELIVERY COMPANY","重货","Choice 12 (No Base Fee)",10.7,10.3,10.2,"是",12,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21454/EFL/ptc-all/ONCOR/Electric/75001"
"1239","13313","ONCOR ELECTRIC DELIVERY COMPANY","重货","Choice 18 (No Base Fee)",10.5,10.1,9.9,"是",12,18,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21455/EFL/ptc-all/ONCOR/Electric/75019"
"1240","13314","ONCOR ELECTRIC DELIVERY COMPANY","重货","Choice 24 (No Base Fee)",10.6,10.2,10,"是",12,24,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21456/EFL/ptc-all/ONCOR/Electric/75019"
"1241","13326","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Fixed Generation Supply",9.9,9.5,9.3,"是",14,12,"老客户","否","散客","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/ShowDocument?pdfId=3925&typeId=2"
"1242","13329","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Fixed Generation Supply",9.6,9.3,9.1,"是",14,24,"老客户","否","散客","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/ShowDocument?pdfId=3929&typeId=2"
"1243","13233","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Choice 12",15.1,13.8,10.9,"是",6,12,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLCHC1212AK&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1244","13228","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Choice 24",15.1,13.8,10.9,"是",6,24,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLCHC2424AH&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1245","13194","ONCOR ELECTRIC DELIVERY COMPANY","重货","Shyne Energy Fixed 18",14.2,12.8,12.1,"是",19,18,"老客户","否","散客","http://shyneenergy.com/docs/EFL Oncor 18 Month.pdf"
"1246","13197","ONCOR ELECTRIC DELIVERY COMPANY","重货","Shyne Energy Fixed 12",14.1,12.7,12,"是",19,12,"老客户","否","散客","http://shyneenergy.com/docs/EFL Oncor 12 Month.pdf"
"1247","13198","ONCOR ELECTRIC DELIVERY COMPANY","重货","Shyne Energy Fixed 6",15.5,14.1,13.4,"是",19,6,"老客户","否","散客","http://shyneenergy.com/docs/EFL Oncor 6 Month.pdf"
"1248","13168","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Choice 24",15.1,13.8,10.9,"是",6,24,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLCHC2424AH&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1249","13161","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Choice 12",15.1,13.8,10.9,"是",6,12,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLCHC1212AK&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1250","11665","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Super12",14.9,6.5,10.4,"是",19,12,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_super12_PTC_07262018.pdf"
"1251","11722","ONCOR ELECTRIC DELIVERY COMPANY","同城配","NEW PRODUCT",9.8,9.4,9.2,"是",6,6,"老客户","否","散客","https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=ONCOR&term=6&ZipCode=76932&promocode=tx2ss4qd"
"1252","11636","ONCOR ELECTRIC DELIVERY COMPANY","国际","Free Power Weekends 12",11.8,11.1,10.7,"否",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXT0637_ENG_20180807.PDF"
"1253","11624","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Simple Rate 12",14.9,13.6,12.9,"是",6,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXSIMRTND12BC&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1254","11619","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Simple Rate 12",14.9,13.6,12.9,"是",6,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXSIMRTND12BC&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1255","11567","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 24",12,4.5,9.5,"是",16,24,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC True Blue Infusion 24 (English).pdf"
"1256","11564","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 18",11.9,4.4,9.4,"是",16,18,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC True Blue Infusion 18 (English).pdf"
"1257","11544","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 9",10.3,8.8,9,"是",100,9,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC Lean Green Infusion 9 (English).pdf"
"1258","11533","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 24",12,4.5,9.5,"是",100,24,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC Lean Green Infusion 24 (English).pdf"
"1259","11535","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Green Infusion Flex",11,10.5,10.3,"否",100,1,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC Green Infusion Flex (English).pdf"
"1260","11522","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 6",10.4,8.9,9.1,"是",100,6,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC Lean Green Infusion 6 (English).pdf"
"1261","11520","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Infusion Flex",10.7,10.2,10,"否",16,1,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC Infusion Flex (English).pdf"
"1262","11524","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 12",11.9,4.4,9.4,"是",16,12,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC True Blue Infusion 12 (English).pdf"
"1263","11527","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 3",10.8,9.3,9.6,"是",100,3,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC Lean Green Infusion 3 (English).pdf"
"1264","11517","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 18",11.9,4.4,9.4,"是",100,18,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC Lean Green Infusion 18 (English).pdf"
"1265","11515","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 36",11.8,11.3,11,"是",100,36,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180806-145529-PTC Lean Green Infusion 36 (English).pdf"
"1266","11502","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC Lean Green Infusion 12",11.9,4.4,9.4,"是",100,12,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC Lean Green Infusion 12 (English).pdf"
"1267","11443","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 3",11.1,9.1,9.6,"是",16,3,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC True Blue Infusion 3 (English).pdf"
"1268","11438","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 36",11.3,10.8,10.5,"是",16,36,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180806-145529-PTC True Blue Infusion 36 (English).pdf"
"1269","11433","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 6",11,5.5,10.2,"是",16,6,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-PTC True Blue Infusion 6 (English).pdf"
"1270","11426","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PTC True Blue Infusion 9",10.9,4.4,8.6,"是",16,9,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180808-143038-PTC True Blue Infusion 9 (English).pdf"
"1271","11389","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 24",10.6,10.1,9.8,"是",100,24,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-24mo.pdf"
"1272","11390","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 24",10.7,10.2,9.9,"是",100,24,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-24mo-span.pdf"
"1273","11391","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 24",10.7,10.2,9.9,"是",100,24,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-G-24mo.pdf"
"1274","11392","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 24",10.6,10.1,9.8,"是",100,24,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-G-24mo-span.pdf"
"1275","11374","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 24",10.3,9.8,9.5,"是",6,24,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-24mo.pdf"
"1276","11375","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 24",10.4,9.9,9.6,"是",6,24,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONCSOUTH-24mo.pdf"
